Ts_L4,T_return,mf_return,P_l1,P_l2,P_l3,P_l4,u_tb
84.6970233492323,64.666874882153,1.91774471328274,-39207.2531812043,-39703.9934917272,-38533.2540330745,-40774.8428604131,85.2018859654634
84.6865423218856,64.666901665492,1.92000826719409,-39702.9266915109,-40124.4043898606,-39052.3343451481,-39436.2394918786,66.516890576493
66.119715809955,62.5802352447749,10.4641176404936,-39636.4274252554,-40074.8619478068,-39114.763890005,-39399.3670967365,66.4929821030173
66.341511374399,62.6601541630068,10.4641176404936,-39640.3915774559,-40086.3385361625,-39083.4123927131,-39459.6373248338,66.4615677494818
66.3832237263583,62.712799500326,10.4641176404936,-39604.3261518073,-40087.8075121204,-39048.3246018131,-39368.6536893539,66.4457906808514
66.3766391923874,62.7114005965007,10.4641176404936,-39621.4855030079,-40028.0213882773,-39107.2064412672,-39351.1637795417,66.4859616648671
66.4197724978216,62.7548408050991,10.4641176404936,-39658.9573581753,-40090.7772290257,-39094.9949819489,-39390.1005469713,66.4753825123362
66.4078229625656,62.7399306244558,10.4641176404936,-39574.4360446245,-40054.8599060105,-39105.4895606402,-39323.3001879404,66.5317924683392
66.4665743070977,62.8028316450649,10.4641176404936,-39553.0414940334,-39962.2435612383,-39095.1637480067,-39323.6928933703,66.5087426539285
66.4413255109983,62.780278308821,10.4641176404936,-39587.4561986384,-40097.2751223771,-39112.8933124274,-39412.2894394328,66.5207036078338
66.4533278052008,62.7859271440336,10.4641176404936,-39690.943632363,-39996.7590935871,-39126.1586859248,-39377.2379461812,66.4847619847131
66.4164677750056,62.7494918741526,10.4641176404936,-39635.4524433744,-40031.6940974435,-39113.1444764066,-39410.2083446322,66.4715816987657
66.4037219980272,62.736788199098,10.4641176404936,-39642.4819983192,-40107.5254261028,-39114.4929098057,-39401.2631005361,66.477875970676
66.4107022155436,62.7421076795601,10.4641176404936,-38680.2858727289,-41614.1953101004,-37903.078369404,-39729.2679448732,66.4958051828879
66.4297571250682,62.7690257404127,10.4641176404936,-38664.4286193454,-41582.8283419583,-37775.5615677161,-39743.1468651203,66.4932731546918
66.4264892529686,62.7693659037785,10.4641176404936,-38688.3886258255,-41683.4194719826,-37886.7063829383,-39777.3604690215,66.4657424443778
66.3973193997612,62.7338810202492,10.4641176404936,-38750.9544730127,-41729.6086588458,-37810.3060356787,-39707.1214142648,66.4716956754205
66.4046198466477,62.7421558923708,10.4641176404936,-38721.4194320841,-41598.6227459616,-37832.5901218888,-39764.1943054731,66.4935708791986
66.4272836564683,62.7667443228796,10.4641176404936,-38687.0856346066,-41580.6752654058,-37762.546092161,-39754.6852148718,66.4889772668868
66.4220332672127,62.7644524004911,10.4641176404936,-38718.786318776,-41664.4615076508,-37792.8396263508,-39769.1501782313,66.4322022289905
66.3630480595721,62.7016923220311,10.4641176404936,-38628.7368613651,-41593.7219641726,-37799.5731543547,-39754.1884629077,66.5149197812932
66.4501781492451,62.7929730545034,10.4641176404936,-38659.0969769328,-41620.1876674969,-37819.2867171837,-39734.8390042839,66.4635287077356
66.3950236714791,62.7362607346857,10.4641176404936,-38659.6732221282,-41561.231692088,-37791.2426950841,-39809.3992919987,66.4686632301455
66.4014837155818,62.7430098355073,10.4641176404936,-38668.6272031197,-41650.2634669395,-37802.7547023646,-39818.1020170174,66.4981182800101
66.431687370073,62.7705882158897,10.4641176404936,-38605.8322106459,-41643.8351713641,-37795.5260648906,-39719.8469103796,66.5022775694974
66.4356746202995,62.77856495694,10.4641176404936,-38993.7728922882,-40306.8159260346,-38154.6734573712,-41159.6968760745,66.4845397260228
66.4152835838279,62.7384965297297,10.4641176404936,-38924.62331968,-40254.9708751658,-38170.6169850412,-41183.8010702358,66.5421835117929
66.4765647195412,62.8018981607966,10.4641176404936,-38867.0491844683,-40367.5648917818,-38133.7613902806,-41215.1831840454,66.4792093933005
66.4102179228426,62.7342932742255,10.4641176404936,-38943.3395227951,-40363.4956829773,-38046.6633417276,-41253.1814839347,66.4928146425761
66.4257406655855,62.7493741821473,10.4641176404936,-38945.001074679,-40343.2796633521,-38134.4879561042,-41122.7784707191,66.4397325974559
66.3710683544714,62.6960711607885,10.4641176404936,-38938.847549792,-40309.3279426,-38152.3595939272,-41153.1859728392,66.49716386339
66.4315128377478,62.7564500434328,10.4641176404936,-38932.3648358679,-40300.9727767141,-38108.0234436045,-41220.9724373549,66.4499510232049
66.3815802153978,62.7062211081497,10.4641176404936,-38872.2821412887,-40304.1148938986,-38204.8224867953,-41176.3908300262,66.54774107138
66.4832576842134,62.8081213326898,10.4641176404936,-38932.0314369839,-40324.0043429537,-38074.2440014473,-41166.4091241078,66.470684949887
66.4016009812026,62.727674406358,10.4641176404936,-38910.7895674607,-40347.5625729854,-38177.5429022318,-41185.3206322656,66.4335090089725
66.3646848301718,62.6879021795941,10.4641176404936,-38930.5720810722,-40344.8478322556,-38163.8658832791,-41204.0601297514,66.5448373635453
66.4805463628858,62.8032602360321,10.4641176404936,-38894.7819819856,-40310.8089370634,-38194.1148671252,-41205.6771727867,66.4586333719407
66.3893044394317,62.7128906140035,10.4641176404936,-39989.6599287064,-40772.4192694212,-39488.5303257674,-39961.8403074197,66.4818726845582
66.4124753359238,62.6991493443739,10.4641176404936,-39929.8228403505,-40829.6480168567,-39514.8176593417,-39970.4614280992,66.5181317883946
66.4516923365821,62.7379812909043,10.4641176404936,-39936.5140271277,-40746.9232363452,-39468.4239562349,-39944.4011645142,66.524460665906
66.4578743372273,62.7475791599107,10.4641176404936,-39908.7405774216,-40807.3972306097,-39474.2335214017,-40036.0315984162,66.5062839704126
66.4383033498645,62.724907765162,10.4641176404936,-39886.4813289951,-40743.680174425,-39440.4960183435,-39896.9287985204,66.5278768946515
66.4616793420497,62.754345878728,10.4641176404936,-39903.5114445286,-40789.1853376097,-39496.9382735036,-39907.8203129664,66.5150461382526
66.4473180672909,62.7368972404975,10.4641176404936,-39845.8216557445,-40804.0797976891,-39468.8482529271,-40004.9702879906,66.5106082333524
66.4430473286293,62.7320380450029,10.4641176404936,-39879.6399534089,-40802.8587626432,-39449.4993618057,-39975.0614906343,66.4740441851854
66.4057116947068,62.6950641789514,10.4641176404936,-39934.5990629162,-40798.9153741477,-39394.5920252574,-39974.5379757448,84.2879451724872
84.1609578270975,64.6750649442012,1.98763818247893,-39907.2703560113,-40738.2396916776,-39395.2837897759,-39942.4662008776,84.2495250881039
83.8659421088105,64.6839557692034,2.02789972470144,-39883.6053724823,-40815.2997106804,-39456.9463094635,-39968.2714113027,84.2764187416189
83.805064649755,64.6854367574535,2.03402082348591,-39972.2562916857,-40756.3419270413,-39462.9977766332,-40026.4397196329,84.2031394960164
83.7348097924094,64.6867528929474,2.01364337559996,-39037.0724522331,-40122.4599258624,-38366.3726773288,-40453.3058202947,84.2429484709432
83.7559442478213,64.68210764829,2.0092665677316,-39015.4646557188,-40078.6916545692,-38326.8890131946,-40445.3410823766,84.2411345505067
83.7558861604059,64.6818464510709,2.01066211621875,-39049.8854470516,-40106.5649409605,-38382.7784860502,-40419.2701945502,84.2575768312633
83.7671355095382,64.6818577302663,2.00729583920162,-39042.0548944027,-40056.3710076028,-38336.783020245,-40362.9946458826,84.2631997230996
83.7737285401805,64.6814151051262,2.009261406742,-39104.7041545309,-40104.3832799083,-38373.0560263584,-40423.748861527,84.2209649765286
83.7392525845198,64.6823712509812,2.01278024178279,-39065.8540942689,-40098.5945674307,-38355.2748250241,-40449.0863783051,84.24941116152
83.7569335418227,64.6820606306129,2.01067190967631,-39040.1994035245,-40089.5322550028,-38365.3088508541,-40489.2036250214,84.2596470822563
83.7695404633614,64.681864681488,2.0070949701035,-39026.3137368514,-40064.3721521532,-38286.7210041031,-40422.6335372519,70.3450364581806
69.9523830115766,64.9147811083029,7.6229660927078,-39071.1195453318,-40153.2890910507,-38351.3264882853,-40393.2156299967,70.3324884312109
70.1822828348737,64.9118797132848,7.2762143091558,-39034.6735292613,-40097.211829791,-38352.7256909647,-40479.4196738176,70.335623442156
70.2252903985811,64.9110592424234,7.21493204770609,-39028.294899225,-40080.5435255356,-38340.8443590409,-40425.7027617657,70.342023458591
70.2366814516819,64.9107836779537,7.2030144859365,-39156.5809052093,-40088.5872376891,-38294.3244813122,-40432.5080154504,70.3365971908143
70.2316392709045,64.9109223689422,7.22652351349864,-39375.8420702085,-40420.3202691541,-38747.4320903155,-39823.4283188844,70.3144352494331
70.2094202239683,64.9115198120044,7.25689870076189,-39420.3104946316,-40353.8656153968,-38818.1372523755,-39728.0473780495,70.3347307140781
70.230380915742,64.9111285458759,7.2254809117805,-39359.1479581068,-40377.6626099902,-38745.7243982008,-39789.4531203326,70.3154842083132
70.2111145248725,64.9114369514533,7.25688630956028,-39410.444271722,-40354.725404959,-38803.88117263,-39819.4668167099,70.3072938131729
70.2031470687308,64.9116429724617,7.26925853082242,-39433.9020409842,-40365.5705433538,-38734.4773187324,-39869.3770007856,70.3277159675942
70.2236431105162,64.9112918058834,7.23075145485984,-39353.281972739,-40370.6227799181,-38702.9640865781,-39734.109618737,70.3453849575337
70.2411170820391,64.9108574302436,7.20994425946332,-39366.1277705408,-40388.7281367496,-38698.1327509315,-39818.0357574605,70.3006228399508
70.1958708486865,64.9116930225298,7.27337890241673,-39362.4689796026,-40410.928014005,-38732.0803981235,-39769.5640831221,70.3327321059386
70.2285854848474,64.9111353820228,7.23154925437691,-39362.7402776847,-40442.2165446575,-38753.6484074185,-39804.5131177634,70.3348902838817
70.2303770924065,64.9111583564077,7.22663328485699,-39357.9693932801,-40380.685380931,-38774.5536135994,-39778.6683670742,70.3453088642992
70.2408782044101,64.9109397087863,7.21455591925198,-39354.9273023214,-40371.3204562817,-38740.465599291,-39891.4883492486,70.2935385773614
70.1890465740282,64.9118616210528,7.28224202721283,-39317.5823213511,-40360.0352670776,-38771.662670675,-39794.617909853,70.3093918895933
70.2057031069806,64.9115097360358,7.22958434070641,-38909.9698943753,-40419.7720376691,-38207.1357697045,-40009.0066918682,70.3818745388188
70.2782010350595,64.9098807930647,7.1247861877902,-38905.7799999817,-40407.353071709,-38133.7530369689,-40035.4762791086,70.3180442599923
70.2127795455939,64.9109658620329,7.22242131884814,-38976.489563125,-40429.2540166905,-38264.1757277517,-40022.429657675,70.3465334524525
70.2414529060372,64.9106123665103,7.17680936055584,-38919.0196364012,-40363.9122860036,-38202.8408730296,-40034.6413970127,70.3818845985065
70.2769097949721,64.90988863996,7.12591535076966,-38929.5612930672,-40402.7115687279,-38119.3877328195,-40019.5331810223,70.3386807251293
70.2330581882476,64.9106158379128,7.19000783804013,-38949.7681455439,-40374.3793900791,-38211.3886594187,-40050.3144149375,70.3425454921738
70.2373551925197,64.9106050479712,7.18143472976085,-38994.9863703774,-40381.7828450406,-38174.1584599879,-39955.3743122334,70.3808834685992
70.2757723298859,64.9098992566808,7.13317748820423,-38985.7310723353,-40442.5987838724,-38190.1848819407,-39996.0206227448,70.3135257464087
70.2079029520465,64.9111236654655,7.22379971931813,-38987.1606199302,-40425.2045528735,-38189.5661004212,-39946.2035661815,70.2756185356708
70.1712169799957,64.9117120111043,7.2711680212746,-38899.3350414043,-40352.3567682831,-38142.2191102365,-40068.590108983,70.3453932477492
70.2414602458514,64.9104632280597,7.17914082363004,-38961.3244380228,-40455.1707586386,-38167.7784687705,-40014.9400128955,70.3408195253186
70.2357293317978,64.9106389374467,7.18692458712767,-38936.5431679929,-40368.0122967049,-38189.3741141787,-40091.7250956407,70.3480915618189
70.2431728677689,64.9105095330283,6.94068281855303,-39088.3807938497,-34317.7513521476,-38425.0510670268,-40060.5279064453,70.3354806770032
70.2349574923415,64.9072993584955,6.92968928314771,-39151.3032228995,-34335.5472935242,-38418.2257328016,-39995.0993008584,70.2922133373792
70.1854986611258,64.9081897400378,6.99471911562087,-39101.8878567777,-34347.0113534604,-38350.0991259297,-40084.1685694991,70.3531161301167
70.245883561065,64.9071115294805,6.91549325659819,-39114.0132550273,-34317.6068319626,-38397.6617655248,-40085.0132837365,70.3138143086896
70.2057282573072,64.9078428340412,6.97450014026577,-39161.8097096751,-34410.3790821072,-38312.2703969193,-40164.2920923211,70.3515474880717
70.2437162211417,64.9072524501587,6.92084100926384,-39188.586152219,-34358.3730186701,-38390.9767289168,-40019.5664324418,88.3020486209893
87.7723558549961,64.6063032205536,1.58403566979122,-39158.9813053576,-34349.876132017,-38363.9358933055,-40081.9502212991,88.2890501955089
87.7612316522615,64.5992964660726,1.59318341580378,-39015.3508366027,-34365.1739988675,-38365.7605683472,-40021.0331448945,88.3361913980502
87.696214831473,64.6001911754768,1.5965982014501,-39028.5964848953,-34293.5543512689,-38433.9085932326,-40013.6112068592,88.2894351051017
87.653670115109,64.6008911045076,1.60248110898768,-39151.2814250363,-34308.6685487068,-38422.0555547518,-40143.5829974062,88.3571792694884
87.6927111221731,64.6010361420798,1.59933307232423,-39090.7997752942,-34351.1155439674,-38478.506986842,-40116.3599293031,88.3206867128461
87.6804498293335,64.6011566117223,1.59834765238425,-39038.7949340139,-34349.8616671992,-38351.3287560179,-40080.3796909293,88.3094105674245
87.6629517453168,64.6009240038119,1.53032401194083,-39062.1834134858,-33308.020887866,-38404.1305644688,-34469.2220659212,88.365070670646
87.6786412899464,64.5829768754768,1.53037219074076,-39108.6193889263,-33405.8008836149,-38501.6206800084,-34476.4183365876,88.3303002535381
87.6558531361845,64.5836004946924,1.53105828325635,-39084.8817729714,-33375.5808510439,-38389.8960692582,-34479.4319262434,88.3554449949383
87.6565321335367,64.5831669145779,1.53140352329078,-39066.2332958937,-33391.8767266648,-38436.8703931388,-34528.6337333587,88.3397729330874
87.6549884609936,64.5834346091779,1.53199781449196,-39108.2834496386,-33424.9779252405,-38442.153206819,-34466.351848971,88.3552942267564
87.6584733254006,64.5834509523393,1.53317389575917,-39123.5179230725,-33434.4322840204,-38520.8874589001,-34517.6011487821,88.3352714238788
87.6514986228076,64.5839809270044,1.53114345120329,-39121.5509117364,-33346.7007286648,-38428.0032273438,-34439.0149615444,88.3559367241318
87.6574466658593,64.5831754764408,1.53199963781219,-39150.6229965834,-33369.1661381956,-38431.9745595454,-34530.168762836,88.2875403919442
87.6188422731212,64.5842416225499,1.5346129722584,-39080.6223466069,-33422.4522869374,-38428.9963167936,-34477.1932342631,88.3345204536484
87.6285158269724,64.5839179367065,1.53246715962741,-39066.7130050036,-33410.590002224,-38444.7981435267,-34434.4975104495,88.3072066931887
87.6277018578218,64.58374013395,1.53255559914766,-39103.0504524606,-33387.1087688324,-38397.6926784412,-34426.5448219108,88.3290383626591
87.6308290189276,64.5835946964822,1.53287031244721,-39116.6670364779,-33410.5653889151,-38423.1842625578,-34443.3471497091,88.3155012670506
87.6292904698302,64.5838187185783,1.42824153895623,-35221.3035297703,-33244.1411117335,-33306.7414323565,-33638.8341252824,88.326086360935
87.6173439023846,64.5539965176944,1.42956125079851,-35296.7624257744,-33253.7913799261,-33355.7160716435,-33571.2375972939,88.3411189896295
87.6094588995118,64.5540881797685,1.4297786181098,-35253.5471856372,-33264.5070849479,-33358.2809430136,-33578.2809713846,88.3324136137634
87.6029832508967,64.5541270823297,1.42980163746029,-35263.1902189028,-33334.4172254671,-33248.7007983711,-33567.5705842963,88.3796033617493
87.6289501431888,64.5536051330744,1.42672970555569,-35209.5550183831,-33285.3699783856,-33297.3425184107,-33518.9781276038,88.322398406678
87.6045776941579,64.5535780872699,1.42818652632872,-35185.4936979473,-33241.8493793026,-33260.763768721,-33557.4581086876,88.3499608519579
87.6054604604232,64.5534490790973,1.42925307372123,-35188.1492677484,-33298.5830828244,-33331.3508371718,-33576.9080755021,88.3653673462521
87.6242663736398,64.5535185386626,1.42876761877869,-35245.9253323611,-33275.8561841936,-33362.168014411,-33576.1940639377,88.3562643303496
87.6237208289614,64.5537175033203,1.42985045016047,-35234.7080632346,-33320.5638649739,-33346.1168654771,-33643.5234988533,88.2928853144456
87.5814000703888,64.5547960955839,1.43199255791372,-35284.3770100366,-33237.2639595722,-33323.9459682547,-33613.8589197348,88.343147046316
87.5962307186457,64.5543566853416,1.43068346035047,-35275.7492745593,-33239.7875864103,-33378.7739711717,-33593.7480737293,88.3184407082339
87.5938528204955,64.5544088017062,1.43103993218487,-35263.9328601063,-33290.3349596735,-33311.3024138644,-33606.321640688,88.3482986664659
87.6036717907024,64.5541954185239,1.42625772070533,-34625.9705026616,-34471.7963037933,-32539.4926593405,-33462.7654999788,88.3467704783698
87.6109098721107,64.5528124845014,1.42592185207032,-34644.9205867294,-34490.3965527007,-32477.0026824914,-33489.8057332592,88.3332206347205
87.6013941356801,64.5529809392078,1.42703042251839,-34630.9405005144,-34424.441396072,-32532.7360661967,-33552.4627448144,88.3480280904434
87.6070229032742,64.5530617832654,1.42620213934645,-34584.4335823731,-34484.8223148109,-32493.0854095347,-33548.0988784606,88.3415383770137
87.6070607426371,64.552909870119,1.4261280296189,-34641.4843976795,-34438.1535609026,-32460.2733076302,-33553.3175908199,88.3420520334658
87.6055042130899,64.5528963782221,1.4260133164775,-34586.4525244575,-34463.1137234484,-32540.8472398345,-33485.0826159384,88.3095122072141
87.5854309581541,64.5532295367234,1.42915621587873,-34618.0345284166,-34492.8674312495,-32552.0114364706,-33573.5433435645,88.3640561249841
87.6097114899858,64.5533528582296,1.42545066656794,-34573.6827013299,-34493.8022244124,-32512.2206752617,-33498.4618521041,88.3904192951364
87.6410172637661,64.5522320119095,1.42464709473015,-34716.6233831357,-34462.8636006531,-32520.2716788791,-33479.4616671202,88.3487126316918
87.6237568372087,64.5527929995171,1.42584432726379,-34644.4753711794,-34450.8350931014,-32559.7797841202,-33492.5841349065,88.3531499193074
87.6151196091098,64.5529643125489,1.42635733591053,-34631.7186860998,-34522.0078168633,-32476.6285677404,-33536.8658377752,88.3421296155474
87.6100734990886,64.5530243462654,1.42475877503745,-34588.7441692937,-34374.402002924,-32522.881238923,-33493.1623333309,88.2955150747846
87.5742451119329,64.55311737394,1.40829378562098,-34548.9567674181,-34420.1054471456,-32486.4685495813,-31727.9537855338,88.3175110476153
87.5651771540279,64.5474737326185,1.40798755755086,-34678.8114796776,-34423.6191828069,-32402.3766636839,-31666.4514329172,81.7289729131998
82.4917768037176,64.6473250540356,1.9033133840922,-34614.1290325891,-34436.8474328386,-32433.9432835354,-31722.3404788168,81.7294597692827
81.1939260907517,64.6742630206847,1.96140561064598,-34580.3169760951,-34413.7985783807,-32449.4312985805,-31679.5158163005,81.7315660424484
81.2335657069703,64.6733366677797,1.95776596882037,-34611.7690062514,-34443.74925829,-32464.3143194234,-31687.9926696218,81.7329785754208
81.2449319151551,64.6732983642227,1.95538856800328,-34582.2985822072,-34474.4026829777,-32432.7669347627,-31632.8989219848,81.7203178014456
81.2370765828045,64.6733200822717,1.95727355272866,-34612.3523379787,-34451.290480752,-32453.274493891,-31657.3371537066,81.7413212776452
81.2520193867435,64.673120093253,1.9554139159431,-34562.0134564902,-34454.2404448339,-32477.2659213133,-31697.347267443,81.7216542776208
81.239726550979,64.6733836031776,1.95742239084526,-34585.2292589402,-34481.8568934297,-32501.5922864436,-31632.6944754024,81.7174677747542
81.2326412518685,64.673554165703,1.95773764773625,-34538.9508801993,-34484.3766178082,-32457.570930181,-31694.6718325282,81.729068450299
81.2418933876076,64.6733147652897,1.95667420811018,-34602.7505397582,-34500.2651981259,-32417.1312411049,-31667.5145037316,81.7510427930414
81.2607026974081,64.6729795544188,1.95308828548113,-34564.3184888593,-34461.4046346827,-32379.7334348449,-31699.8301187712,81.7202452474088
